ID,State,State Abbreviation,Latitude,Longitude,HxPosition,HyPosition,SxPosition,SyPosition,Soil Name,Level Number,Level Name,Start Depth (cm),End Depth (cm),Munsell,RGB
28,Mississippi,,33,-90,6,1,6,1,Natchez,3,A2,10.16,22.86,10YR 4/3,"rgb(115, 92, 65)"
28,Mississippi,,33,-90,6,1,6,1,Natchez,4,Bw1,22.86,30.48,10YR 5/4,"rgb(148, 118, 79)"
28,Mississippi,,33,-90,6,1,6,1,Natchez,5,Bw2,30.48,68.58,10YR 4/4,"rgb(122, 92, 54)"
28,Mississippi,,33,-90,6,1,6,1,Natchez,6,C1,68.58,124.46,10YR 5/4,"rgb(148, 118, 79)"
28,Mississippi,,33,-90,6,1,6,1,Natchez,7,C2,124.46,167.64,10YR 4/4,"rgb(122, 92, 54)"
29,Missouri,MO,38.573936,-92.60376,5,2,5,3,Menfro,1,Ap,0,7.62,10YR 3/3,"rgb(89, 68, 44)"
29,Missouri,,38.573936,-92.60376,5,2,5,3,Menfro,2,E,7.62,15.24,10YR 4/3,"rgb(115, 92, 65)"
29,Missouri,,38.573936,-92.60376,5,2,5,3,Menfro,3,BE,15.24,27.94,10YR 4/4,"rgb(122, 92, 54)"
29,Missouri,,38.573936,-92.60376,5,2,5,3,Menfro,4,Bt1,27.94,43.18,10YR 4/6,"rgb(129, 90, 33)"
29,Missouri,,38.573936,-92.60376,5,2,5,3,Menfro,5,Bt2,43.18,60.96,10YR 5/4,"rgb(148, 118, 79)"
29,Missouri,,38.573936,-92.60376,5,2,5,3,Menfro,6,Bt3,60.96,83.82,10YR 4/6,"rgb(129, 90, 33)"
29,Missouri,,38.573936,-92.60376,5,2,5,3,Menfro,7,Bt4,83.82,101.6,7.5YR 4/4,"rgb(126, 90, 59)"
29,Missouri,,38.573936,-92.60376,5,2,5,3,Menfro,8,Bt5,101.6,129.54,10YR 4/4,"rgb(122, 92, 54)"
29,Missouri,,38.573936,-92.60376,5,2,5,3,Menfro,9,Bt6,129.54,157.48,10YR 4/4,"rgb(122, 92, 54)"
29,Missouri,,38.573936,-92.60376,5,2,5,3,Menfro,10,Bt7,157.48,203.2,10YR 5/4,"rgb(148, 118, 79)"
30,Montana,MT,46.96526,-109.533691,2,3,3,5,Scobey,1,Ap,0,15.24,10YR 5/2,"rgb(137, 120, 101)"
30,Montana,,46.96526,-109.533691,2,3,3,5,Scobey,2,Bt,15.24,30.48,10YR 5/3,"rgb(141, 118, 90)"
30,Montana,,46.96526,-109.533691,2,3,3,5,Scobey,3,Bk1,30.48,48.26,2.5Y 5/2,"rgb(134, 121, 100)"
30,Montana,,46.96526,-109.533691,2,3,3,5,Scobey,4,Bk2,48.26,106.68,2.5Y 6/2,"rgb(160, 148, 124)"
30,Montana,,46.96526,-109.533691,2,3,3,5,Scobey,5,Bky,106.68,152.4,2.5Y 5/2,"rgb(134, 121, 100)"
31,Nebraska,NE,41.5,-100,4,2,4,3,Holdrege,1,Ap,0,15.24,10YR 4/2,"rgb(111, 95, 76)"
31,Nebraska,,41.5,-100,4,2,4,3,Holdrege,2,A,15.24,30.48,10YR 4/2,"rgb(111, 95, 76)"
31,Nebraska,,41.5,-100,4,2,4,3,Holdrege,3,Bt1,30.48,38.1,10YR 4/2,"rgb(111, 95, 76)"
31,Nebraska,,41.5,-100,4,2,4,3,Holdrege,4,Bt2,38.1,60.96,10YR 5/2,"rgb(137, 120, 101)"
31,Nebraska,,41.5,-100,4,2,4,3,Holdrege,5,BC,60.96,76.2,10YR 6/3,"rgb(167, 144, 114)"
31,Nebraska,,41.5,-100,4,2,4,3,Holdrege,6,C,76.2,203.2,10YR 7/4,"rgb(202, 171, 128)"
32,Nevada,NV,39.876019,-117.224121,2,2,2,3,Orovada,1,A,0,5,10YR 3/3,"rgb(89, 68, 44)"
32,Nevada,,39.876019,-117.224121,2,2,2,3,Orovada,2,Bw1,5,20,10YR 6/2,"rgb(163, 147, 126)"
32,Nevada,,39.876019,-117.224121,2,2,2,3,Orovada,3,Bw2,20,36,10YR 7/2,"rgb(190, 173, 151)"
32,Nevada,,39.876019,-117.224121,2,2,2,3,Orovada,4,Bq,36,66,10YR 6/3,"rgb(167, 144, 114)"
32,Nevada,,39.876019,-117.224121,2,2,2,3,Orovada,5,Bqk1,66,86,2.5Y 6/2,"rgb(160, 148, 124)"
32,Nevada,,39.876019,-117.224121,2,2,2,3,Orovada,6,Bqk2,86,122,10YR 6/2,"rgb(163, 147, 126)"
32,Nevada,,39.876019,-117.224121,2,2,2,3,Orovada,7,B'q,122,155,10YR 6/3,"rgb(167, 144, 114)"
33,New Hampshire,NH,44,-71.5,10.5,3.5,11,6,Marlow,1,Oi,0,5,10YR 2/1,"rgb(54, 48, 41 )"
33,New Hampshire,,44,-71.5,10.5,3.5,11,6,Marlow,2,A,5,13,10YR 3/1,"rgb(79, 70, 61)"
33,New Hampshire,,44,-71.5,10.5,3.5,11,6,Marlow,3,E,13,20,10YR 5/1,"rgb(128, 120, 110)"
33,New Hampshire,,44,-71.5,10.5,3.5,11,6,Marlow,4,Bs1,20,38,5YR 4/6,"rgb(138, 84, 47)"
33,New Hampshire,,44,-71.5,10.5,3.5,11,6,Marlow,5,Bs2,38,48,2.5Y 5/6,"rgb(151, 118, 48)"
33,New Hampshire,,44,-71.5,10.5,3.5,11,6,Marlow,6,BC,48,84,5Y 5/4,"rgb(138, 122, 73)"
33,New Hampshire,,44,-71.5,10.5,3.5,11,6,Marlow,7,Cd,84,165,5Y 5/2,"rgb(131, 123, 98)"
34,New Jersey,NJ,39.833851,-74.871826,9.5,2.5,9,4,Downer,1,Ap,0,25,10YR 4/2,"rgb(111, 95, 76)"
34,New Jersey,,39.833851,-74.871826,9.5,2.5,9,4,Downer,2,BA,25,46,10YR 5/6,"rgb(157, 115, 55)"
34,New Jersey,,39.833851,-74.871826,9.5,2.5,9,4,Downer,3,Bt,46,76,10YR 5/6,"rgb(157, 115, 55)"
34,New Jersey,,39.833851,-74.871826,9.5,2.5,9,4,Downer,4,C,76,203,10YR 5/6,"rgb(157, 115, 55)"
35,New Mexico,NM,34.307144,-106.018066,3,1,3,2,Penistaja,1,A,0,5.08,7.5YR 4/4,"rgb(126, 90, 59)"
35,New Mexico,,34.307144,-106.018066,3,1,3,2,Penistaja,2,Bt1,5.08,15.24,7.5YR 5/4,"rgb(152, 116, 85)"
35,New Mexico,,34.307144,-106.018066,3,1,3,2,Penistaja,3,Bt2,15.24,40.64,7.5YR 4/6,"rgb(134, 87, 40)"
35,New Mexico,,34.307144,-106.018066,3,1,3,2,Penistaja,4,Bt3,40.64,55.88,7.5YR 5/6,"rgb(163, 113, 63)"
35,New Mexico,,34.307144,-106.018066,3,1,3,2,Penistaja,5,Bk,55.88,134.62,7.5YR 6/4,"rgb(179, 142, 110)"
35,New Mexico,,34.307144,-106.018066,3,1,3,2,Penistaja,6,C,134.62,177.8,7.5YR 6/6,"rgb(190, 139, 88)"
36,New York,NY,43,-75,9,3,9,5,Honeoye,1,Ap,0,20,10YR 4/2,"rgb(111, 95, 76)"
36,New York,,43,-75,9,3,9,5,Honeoye,2,E,20,25,10YR 7/3,"rgb(194, 170, 139)"
36,New York,,43,-75,9,3,9,5,Honeoye,3,Bt/E,25,36,10YR 4/3,"rgb(115, 92, 65)"
36,New York,,43,-75,9,3,9,5,Honeoye,4,Bt1,36,58,10YR 4/3,"rgb(115, 92, 65)"
36,New York,,43,-75,9,3,9,5,Honeoye,5,Bt2,48,74,10YR 4/3,"rgb(115, 92, 65)"
36,New York,,43,-75,9,3,9,5,Honeoye,6,C,74,183,10YR 4/2,"rgb(111, 95, 76)"
37,North Carolina,NC,35.782169,-80.793457,8.5,1.5,9,2,Cecil,1,Ap,0,20.32,10YR 4/4,"rgb(122, 92, 54)"
37,North Carolina,,35.782169,-80.793457,8.5,1.5,9,2,Cecil,2,Bt1,20.32,66.04,10R 4/8,"rgb(156, 73, 50)"
37,North Carolina,,35.782169,-80.793457,8.5,1.5,9,2,Cecil,3,Bt2,66.04,106.68,10R 4/8,"rgb(156, 73, 50)"
37,North Carolina,,35.782169,-80.793457,8.5,1.5,9,2,Cecil,4,BC,106.68,127,2.5YR 4/8,"rgb(152, 76, 38)"
37,North Carolina,,35.782169,-80.793457,8.5,1.5,9,2,Cecil,5,C,127,203.2,2.5YR 4/8,"rgb(152, 76, 38)"
38,North Dakota,ND,47.650589,-100.437012,3,3,4,5,Williams,1,Ap,0,15.24,10YR 4/2,"rgb(111, 95, 76)"
38,North Dakota,,47.650589,-100.437012,3,3,4,5,Williams,2,Bt1,15.24,25.4,10YR 4/3,"rgb(115, 92, 65)"
38,North Dakota,,47.650589,-100.437012,3,3,4,5,Williams,3,Bt2,25.4,38.1,10YR 5/2,"rgb(137, 120, 101)"
38,North Dakota,,47.650589,-100.437012,3,3,4,5,Williams,4,Btk,38.1,60.96,2.5Y 5/4,"rgb(143, 120, 75)"
38,North Dakota,,47.650589,-100.437012,3,3,4,5,Williams,5,Bk,60.96,91.44,2.5Y 6/2,"rgb(160, 148, 124)"
38,North Dakota,,47.650589,-100.437012,3,3,4,5,Williams,6,C,91.44,152.4,2.5Y 6/2,"rgb(160, 148, 124)"
39,Ohio,OH,40.367474,-82.996216,7.5,2.5,7,4,Miamian,1,Ap,0,23,10YR 4/3,"rgb(115, 92, 65)"
39,Ohio,,40.367474,-82.996216,7.5,2.5,7,4,Miamian,2,2Bt1,23,30,10YR 4/4,"rgb(122, 92, 54)"
39,Ohio,,40.367474,-82.996216,7.5,2.5,7,4,Miamian,3,2Bt2,30,46,10YR 4/4,"rgb(122, 92, 54)"
39,Ohio,,40.367474,-82.996216,7.5,2.5,7,4,Miamian,3,2Bt3,46,66,10YR 5/4,"rgb(148, 118, 79)"
39,Ohio,,40.367474,-82.996216,7.5,2.5,7,4,Miamian,4,2BC,66,84,10YR 5/4,"rgb(148, 118, 79)"
39,Ohio,,40.367474,-82.996216,7.5,2.5,7,4,Miamian,5,2Cd,84,200,10YR 5/4,"rgb(148, 118, 79)"
40,Oklahoma,OK,36.084621,-96.921387,4,1,4,1,Port,1,Ap,0,22.86,5YR 4/3,"rgb(121, 89, 71)"
40,Oklahoma,,36.084621,-96.921387,4,1,4,1,Port,2,A,22.86,68.58,5YR 3/3,"rgb(94, 65, 50)"
40,Oklahoma,,36.084621,-96.921387,4,1,4,1,Port,3,Bk,68.58,106.68,5YR 4/4,"rgb(128, 88, 64)"
40,Oklahoma,,36.084621,-96.921387,4,1,4,1,Port,4,C,106.68,182.88,2.5YR 4/4,"rgb(130, 87, 69)"
41,Oregon,OR,44,-120.5,1,2,1,4,Jory,1,Ap,0,15.24,5YR 3/4,"rgb(101, 64, 42)"
41,Oregon,,44,-120.5,1,2,1,4,Jory,2,A,15.24,40.64,5YR 3/4,"rgb(101, 64, 42)"
41,Oregon,,44,-120.5,1,2,1,4,Jory,3,AB,40.64,48.26,5YR 3/4,"rgb(101, 64, 42)"
41,Oregon,,44,-120.5,1,2,1,4,Jory,4,Bt1,48.26,73.66,2.5YR 3/4,"rgb(103, 62, 47)"
41,Oregon,,44,-120.5,1,2,1,4,Jory,5,Bt2,73.66,121.92,2.5YR 3/4,"rgb(103, 62, 47)"
41,Oregon,,44,-120.5,1,2,1,4,Jory,6,Bt3,121.92,254,2.5YR 3/6,"rgb(114, 56, 32)"
42,Pennsylvania,PA,41.203323,-77.194527,8.5,2.5,8,4,Hazelton,1,Oe,0,5.08,5YR 2/2,"rgb(64, 45, 37)"
42,Pennsylvania,,41.203323,-77.194527,8.5,2.5,8,4,Hazelton,2,E,5.08,10.16,10YR 4/1,"rgb(103, 95, 84)"
42,Pennsylvania,,41.203323,-77.194527,8.5,2.5,8,4,Hazelton,3,Bhs,10.16,15.24,5YR 3/3,"rgb(94, 65, 50)"
42,Pennsylvania,,41.203323,-77.194527,8.5,2.5,8,4,Hazelton,4,Bs,15.24,20.32,5YR 4/6,"rgb(138, 84, 47)"
42,Pennsylvania,,41.203323,-77.194527,8.5,2.5,8,4,Hazelton,5,Bw1,20.32,43.18,7.5YR 6/6,"rgb(190, 139, 88)"
42,Pennsylvania,,41.203323,-77.194527,8.5,2.5,8,4,Hazelton,6,Bw2,43.18,60.96,7.5YR 5/6,"rgb(163, 113, 63)"
42,Pennsylvania,,41.203323,-77.194527,8.5,2.5,8,4,Hazelton,7,Bw3,60.96,86.36,7.5YR 6/8,"rgb(199, 136, 65)"
42,Pennsylvania,,41.203323,-77.194527,8.5,2.5,8,4,Hazelton,8,C,86.36,147.32,7.5YR 6/6,"rgb(190, 139, 88)"
42,Pennsylvania,,41.203323,-77.194527,8.5,2.5,8,4,Hazelton,9,R,147.32,182.88,10YR 5/6,"rgb(157, 115, 55)"
44,Rhode Island,RI,41.700001,-71.5,11,3,11,5,Narragansett,1,Ap,0,15.24,10YR 3/3,"rgb(89, 68, 44)"
44,Rhode Island,,41.700001,-71.5,11,3,11,5,Narragansett,2,Bw1,15.24,38.1,10YR 4/6,"rgb(129, 90, 33)"
44,Rhode Island,,41.700001,-71.5,11,3,11,5,Narragansett,3,Bw2,38.1,60.96,10YR 5/6,"rgb(157, 115, 55)"
44,Rhode Island,,41.700001,-71.5,11,3,11,5,Narragansett,4,Bw3,60.96,71.12,10YR 5/6,"rgb(157, 115, 55)"
44,Rhode Island,,41.700001,-71.5,11,3,11,5,Narragansett,5,2C,71.12,152.4,2.5Y 5/4,"rgb(143, 120, 75)"
45,South Carolina,SC,33.836082,-81.163727,8,1,8,2,Bohicket,1,Ap,0,25.4,5Y 4/1,"rgb(100, 96, 83)"
45,South Carolina,,33.836082,-81.163727,8,1,8,2,Bohicket,2,Cg1,25.4,124.46,5Y 4/1,"rgb(100, 96, 83)"
45,South Carolina,,33.836082,-81.163727,8,1,8,2,Bohicket,3,Cg2,124.46,139.7,5Y 4/1,"rgb(100, 96, 83)"
45,South Carolina,,33.836082,-81.163727,8,1,8,2,Bohicket,4,Cg3,139.7,172.72,5GY 5/1,"rgb(120, 123, 112 )"
45,South Carolina,,33.836082,-81.163727,8,1,8,2,Bohicket,5,Cg4,172.72,203.2,5GY 4/1,"rgb(95, 97, 88)"
46,South Dakota,SD,44.5,-100,3.5,2.5,4,4,Houdek,1,Ap,0,15.24,10YR 4/2,"rgb(111, 95, 76)"
46,South Dakota,,44.5,-100,3.5,2.5,4,4,Houdek,2,Bt1,15.24,25.4,10YR 4/2,"rgb(111, 95, 76)"
46,South Dakota,,44.5,-100,3.5,2.5,4,4,Houdek,3,Bt2,25.4,45.72,10YR 5/2,"rgb(137, 120, 101)"
46,South Dakota,,44.5,-100,3.5,2.5,4,4,Houdek,4,Bk1,45.72,71.12,2.5Y 5/3,"rgb(138, 119, 87)"
46,South Dakota,,44.5,-100,3.5,2.5,4,4,Houdek,5,Bk2,71.12,101.6,2.5Y 6/3,"rgb(163, 145, 111)"
46,South Dakota,,44.5,-100,3.5,2.5,4,4,Houdek,6,C,101.6,152.4,2.5Y 6/3,"rgb(163, 145, 111)"
47,Tennessee,TN,35.860119,-86.660156,6.5,1.5,7,2,Dickson,1,Ap,0,25.4,10YR 5/3,"rgb(141, 118, 90)"
47,Tennessee,,35.860119,-86.660156,6.5,1.5,7,2,Dickson,2,Bw,25.4,50.8,10YR 5/6,"rgb(157, 115, 55)"
47,Tennessee,,35.860119,-86.660156,6.5,1.5,7,2,Dickson,3,E,50.8,60.96,10YR 6/3,"rgb(167, 144, 114)"
47,Tennessee,,35.860119,-86.660156,6.5,1.5,7,2,Dickson,4,Btx1,60.96,81.28,10YR 5/4,"rgb(148, 118, 79)"
47,Tennessee,,35.860119,-86.660156,6.5,1.5,7,2,Dickson,5,Btx2,81.28,109.22,10YR 5/4,"rgb(148, 118, 79)"
47,Tennessee,,35.860119,-86.660156,6.5,1.5,7,2,Dickson,6,2Bt,109.22,185.42,2.5YR 4/8,"rgb(152, 76, 38)"
47,Tennessee,,35.860119,-86.660156,6.5,1.5,7,2,Dickson,7,3Cr,185.42,205.74,2.5Y 6/8,"rgb(184, 143, 44)"
48,Texas,TX,31,-100,3.5,0.5,5,0,Houston Black,1,A,0,20,10YR 3/1,"rgb(79, 70, 61)"
48,Texas,,31,-100,3.5,0.5,5,0,Houston Black,2,Bw,20,61,10YR 3/1,"rgb(79, 70, 61)"
48,Texas,,31,-100,3.5,0.5,5,0,Houston Black,3,Bkss1,61,97,10YR 4/1,"rgb(103, 95, 84 )"
48,Texas,,31,-100,3.5,0.5,5,0,Houston Black,4,Bkss2,97,203,10YR 5/2,"rgb(137, 120, 101)"
48,Texas,,31,-100,3.5,0.5,5,0,Houston Black,5,Bkss3,203,264,10YR 6/1,"rgb(155, 146, 135)"
49,Utah,UT,39.41922,-111.950684,3.5,1.5,2,4,Mivida,1,A,0,19,5YR 5/4,"rgb(154, 115, 89)"
49,Utah,,39.41922,-111.950684,3.5,1.5,2,4,Mivida,2,Bw1,19,41,5YR 6/6,"rgb(194, 137, 95)"
49,Utah,,39.41922,-111.950684,3.5,1.5,2,4,Mivida,3,Bw2,41,56,5YR 6/6,"rgb(194, 137, 95)"
49,Utah,,39.41922,-111.950684,3.5,1.5,2,4,Mivida,4,Bk1,56,133,5YR 8/3,"rgb(225, 194, 172)"
49,Utah,,39.41922,-111.950684,3.5,1.5,2,4,Mivida,5,Bk2,133,152,5YR 8/3,"rgb(225, 194, 172)"
50,Vermont,VT,44,-72.699997,9.5,3.5,10,6,Tunbridge,1,Oe,0,8,7.5YR 3/1,"rgb(80, 70, 62)"
50,Vermont,,44,-72.699997,9.5,3.5,10,6,Tunbridge,2,Oa,8,13,10YR 2/1,"rgb(54, 48, 41 )"
50,Vermont,,44,-72.699997,9.5,3.5,10,6,Tunbridge,3,E,13,20,10YR 4/1,"rgb(103, 95, 84 )"
50,Vermont,,44,-72.699997,9.5,3.5,10,6,Tunbridge,4,Bhs,20,28,5YR 3/2,"rgb(89, 68, 57)"
50,Vermont,,44,-72.699997,9.5,3.5,10,6,Tunbridge,5,Bs,28,66,5YR 3/3,"rgb(94, 65, 50)"
50,Vermont,,44,-72.699997,9.5,3.5,10,6,Tunbridge,6,BC,66,71,10YR 3/4,"rgb(94, 68, 35)"
51,Virginia,VA,37.926868,-78.024902,7.5,1.5,8,3,Pamunkey,1,Ap,0,22.86,7.5YR 4/4,"rgb(126, 90, 59)"
51,Virginia,,37.926868,-78.024902,7.5,1.5,8,3,Pamunkey,2,Bt1,22.86,27.94,5YR 4/6,"rgb(138, 84, 47)"
51,Virginia,,37.926868,-78.024902,7.5,1.5,8,3,Pamunkey,3,Bt2,27.94,66.04,5YR 4/6,"rgb(138, 84, 47)"
51,Virginia,,37.926868,-78.024902,7.5,1.5,8,3,Pamunkey,4,Bt3,66.04,109.22,5YR 4/8,"rgb(146, 80, 27)"
51,Virginia,,37.926868,-78.024902,7.5,1.5,8,3,Pamunkey,5,BC,109.22,116.84,5YR 4/8,"rgb(146, 80, 27)"
51,Virginia,,37.926868,-78.024902,7.5,1.5,8,3,Pamunkey,6,2C,116.84,203.2,10YR 5/6,"rgb(157, 115, 55)"
53,Washington,WA,47.751076,-120.740135,1,3,1,5,Tokul,1,Oi,0,3,10YR 2/1,"rgb(54, 48, 41 )"
53,Washington,,47.751076,-120.740135,1,3,1,5,Tokul,2,Oa,3,5,10YR 2/1,"rgb(54, 48, 41 )"
53,Washington,,47.751076,-120.740135,1,3,1,5,Tokul,3,A,5,15,10YR 5/4,"rgb(148, 118, 79)"
53,Washington,,47.751076,-120.740135,1,3,1,5,Tokul,4,Bs1,15,23,7.5YR 6/4,"rgb(179, 142, 110)"
53,Washington,,47.751076,-120.740135,1,3,1,5,Tokul,5,Bs2,23,43,10YR 6/4,"rgb(174, 144, 104)"
53,Washington,,47.751076,-120.740135,1,3,1,5,Tokul,6,Bs3,43,61,10YR 7/4,"rgb(202, 171, 128)"
53,Washington,,47.751076,-120.740135,1,3,1,5,Tokul,7,BC,61,84,2.5Y 8/4,"rgb(223, 200, 150)"
53,Washington,,47.751076,-120.740135,1,3,1,5,Tokul,8,2Bsm,84,157,2.5Y 7/2,"rgb(187, 174, 149)"
54,West Virginia,WV,39,-80.5,7,2,7,3,Monongahela,1,Ap,0,18,10YR 4/2,"rgb(111, 95, 76)"
54,West Virginia,,39,-80.5,7,2,7,3,Monongahela,2,BA,18,30,10YR 5/4,"rgb(148, 118, 79)"
54,West Virginia,,39,-80.5,7,2,7,3,Monongahela,3,Bt,30,56,10YR 5/6,"rgb(157, 115, 55)"
54,West Virginia,,39,-80.5,7,2,7,3,Monongahela,4,Btx1,56,79,10YR 5/4,"rgb(148, 118, 79)"
54,West Virginia,,39,-80.5,7,2,7,3,Monongahela,5,Btx2,79,107,10YR 6/4,"rgb(174, 144, 104)"
54,West Virginia,,39,-80.5,7,2,7,3,Monongahela,6,Btx3,107,132,10YR 6/4,"rgb(174, 144, 104)"
54,West Virginia,,39,-80.5,7,2,7,3,Monongahela,7,C,132,165,7.5YR 5/8,"rgb(171, 109, 39)"
55,Wisconsin,WI,44.5,-89.5,5,3,6,5,Antigo,1,Ap,0,23,10YR 4/2,"rgb(111, 95, 76)"
55,Wisconsin,,44.5,-89.5,5,3,6,5,Antigo,2,E,23,30,10YR 5/3,"rgb(141, 118, 90)"
55,Wisconsin,,44.5,-89.5,5,3,6,5,Antigo,3,B/E,30,48,10YR 4/4,"rgb(122, 92, 54)"
55,Wisconsin,,44.5,-89.5,5,3,6,5,Antigo,4,Bt1,48,71,10YR 4/4,"rgb(122, 92, 54)"
55,Wisconsin,,44.5,-89.5,5,3,6,5,Antigo,5,2Bt2,71,79,7.5YR 4/4,"rgb(126, 90, 59)"
55,Wisconsin,,44.5,-89.5,5,3,6,5,Antigo,6,2Bt3,79,84,7.5YR 4/4,"rgb(126, 90, 59)"
55,Wisconsin,,44.5,-89.5,5,3,6,5,Antigo,7,3C,84,152,7.5YR 5/4,"rgb(152, 116, 85)"
56,Wyoming,WY,43.07597,-107.290283,2.5,2.5,3,4,Forkwood,1,A,0,12.7,10YR 5/3,"rgb(141, 118, 90)"
56,Wyoming,,43.07597,-107.290283,2.5,2.5,3,4,Forkwood,2,Bt,12.7,30.48,10YR 5/3,"rgb(141, 118, 90)"
56,Wyoming,,43.07597,-107.290283,2.5,2.5,3,4,Forkwood,3,Btk,30.48,50.8,2.5Y 6/2,"rgb(160, 148, 124)"
56,Wyoming,,43.07597,-107.290283,2.5,2.5,3,4,Forkwood,4,Bk,50.8,76.2,2.5Y 6/2,"rgb(160, 148, 124)"
56,Wyoming,,43.07597,-107.290283,2.5,2.5,3,4,Forkwood,5,BCk,76.2,152.4,2.5Y 6/2,"rgb(160, 148, 124)"
